DATE,CHAIN,PERIOD,NEW_USERS
2024-01-11 00:00:00.000,Avalanche,0.15% fee,824
2024-01-11 00:00:00.000,BSC,0.15% fee,6194
2024-01-11 00:00:00.000,Base,0.15% fee,1535
2024-01-11 00:00:00.000,Ethereum,0.15% fee,9340
2024-01-11 00:00:00.000,Optimism,0.15% fee,1973
2024-01-11 00:00:00.000,Polygon,0.15% fee,5299
2024-01-12 00:00:00.000,Arbitrum,0.15% fee,3949
2024-01-12 00:00:00.000,Avalanche,0.15% fee,658
2024-01-12 00:00:00.000,BSC,0.15% fee,5274
2024-01-12 00:00:00.000,Base,0.15% fee,1691
2024-01-12 00:00:00.000,Ethereum,0.15% fee,11793
2024-01-12 00:00:00.000,Optimism,0.15% fee,2974
2024-01-12 00:00:00.000,Polygon,0.15% fee,4641
2024-01-13 00:00:00.000,Arbitrum,0.15% fee,3892
2024-01-13 00:00:00.000,Avalanche,0.15% fee,631
2024-01-13 00:00:00.000,BSC,0.15% fee,4978
2024-01-13 00:00:00.000,Base,0.15% fee,1691
2024-01-13 00:00:00.000,Ethereum,0.15% fee,18310
2024-01-13 00:00:00.000,Optimism,0.15% fee,2347
2024-01-13 00:00:00.000,Polygon,0.15% fee,4354
2024-01-14 00:00:00.000,Arbitrum,0.15% fee,3332
2024-01-14 00:00:00.000,Avalanche,0.15% fee,639
2024-01-14 00:00:00.000,BSC,0.15% fee,4837
2024-01-14 00:00:00.000,Base,0.15% fee,1301
2024-01-14 00:00:00.000,Ethereum,0.15% fee,10245
2024-01-14 00:00:00.000,Optimism,0.15% fee,1925
2024-01-14 00:00:00.000,Polygon,0.15% fee,4410
2024-01-15 00:00:00.000,Arbitrum,0.15% fee,3913
2024-01-15 00:00:00.000,Avalanche,0.15% fee,652
2024-01-15 00:00:00.000,BSC,0.15% fee,4913
2024-01-15 00:00:00.000,Base,0.15% fee,1499
2024-01-15 00:00:00.000,Ethereum,0.15% fee,21585
2024-01-15 00:00:00.000,Optimism,0.15% fee,1905
2024-01-15 00:00:00.000,Polygon,0.15% fee,5221
2024-01-16 00:00:00.000,Arbitrum,0.15% fee,3914
2024-01-16 00:00:00.000,Avalanche,0.15% fee,908
2024-01-16 00:00:00.000,BSC,0.15% fee,6429
2024-01-16 00:00:00.000,Base,0.15% fee,1477
2024-01-16 00:00:00.000,Ethereum,0.15% fee,13000
2024-01-16 00:00:00.000,Optimism,0.15% fee,2080
2024-01-16 00:00:00.000,Polygon,0.15% fee,5059
2024-01-17 00:00:00.000,Arbitrum,0.15% fee,4344
2024-01-17 00:00:00.000,Avalanche,0.15% fee,679
2024-01-17 00:00:00.000,BSC,0.15% fee,6664
2024-01-17 00:00:00.000,Base,0.15% fee,1614
2024-01-17 00:00:00.000,Ethereum,0.15% fee,28360
2024-01-17 00:00:00.000,Optimism,0.15% fee,1904
2024-01-17 00:00:00.000,Polygon,0.15% fee,6279
2024-01-18 00:00:00.000,Arbitrum,0.15% fee,3888
2024-01-18 00:00:00.000,Avalanche,0.15% fee,655
2024-01-18 00:00:00.000,BSC,0.15% fee,6845
2024-01-18 00:00:00.000,Base,0.15% fee,1406
2024-01-18 00:00:00.000,Ethereum,0.15% fee,16364
2024-01-18 00:00:00.000,Optimism,0.15% fee,1778
2024-01-18 00:00:00.000,Polygon,0.15% fee,5399
2024-01-19 00:00:00.000,Arbitrum,0.15% fee,3649
2024-01-19 00:00:00.000,Avalanche,0.15% fee,722
2024-01-19 00:00:00.000,BSC,0.15% fee,6926
2024-01-19 00:00:00.000,Base,0.15% fee,2232
2024-01-19 00:00:00.000,Ethereum,0.15% fee,10197
2024-01-19 00:00:00.000,Optimism,0.15% fee,1679
2024-01-19 00:00:00.000,Polygon,0.15% fee,5226
2024-01-20 00:00:00.000,Arbitrum,0.15% fee,5257
2024-01-20 00:00:00.000,Avalanche,0.15% fee,743
2024-01-20 00:00:00.000,BSC,0.15% fee,6149
2024-01-20 00:00:00.000,Base,0.15% fee,1967
2024-01-20 00:00:00.000,Ethereum,0.15% fee,8534
2024-01-20 00:00:00.000,Optimism,0.15% fee,2292
2024-01-20 00:00:00.000,Polygon,0.15% fee,5225
2024-01-21 00:00:00.000,Arbitrum,0.15% fee,3790
2024-01-21 00:00:00.000,Avalanche,0.15% fee,728
2024-01-21 00:00:00.000,BSC,0.15% fee,6000
2024-01-21 00:00:00.000,Base,0.15% fee,1766
2024-01-21 00:00:00.000,Ethereum,0.15% fee,8576
2024-01-21 00:00:00.000,Optimism,0.15% fee,1966
2024-01-21 00:00:00.000,Polygon,0.15% fee,4809
2024-01-22 00:00:00.000,Arbitrum,0.15% fee,3512
2024-01-22 00:00:00.000,Avalanche,0.15% fee,730
2024-01-22 00:00:00.000,BSC,0.15% fee,5744
2024-01-22 00:00:00.000,Base,0.15% fee,1523
2024-01-22 00:00:00.000,Ethereum,0.15% fee,8885
2024-01-22 00:00:00.000,Optimism,0.15% fee,1602
2024-01-22 00:00:00.000,Polygon,0.15% fee,4587
2024-01-23 00:00:00.000,Arbitrum,0.15% fee,3360
2024-01-23 00:00:00.000,Avalanche,0.15% fee,756
2024-01-23 00:00:00.000,BSC,0.15% fee,6628
2024-01-23 00:00:00.000,Base,0.15% fee,1717
2024-01-23 00:00:00.000,Ethereum,0.15% fee,8282
2024-01-23 00:00:00.000,Optimism,0.15% fee,2296
2024-01-23 00:00:00.000,Polygon,0.15% fee,5646
2024-01-24 00:00:00.000,Arbitrum,0.15% fee,3817
2024-01-24 00:00:00.000,Avalanche,0.15% fee,750
2024-01-24 00:00:00.000,BSC,0.15% fee,6883
2024-01-24 00:00:00.000,Base,0.15% fee,1711
2024-01-24 00:00:00.000,Ethereum,0.15% fee,9126
2024-01-24 00:00:00.000,Optimism,0.15% fee,2196
2024-01-24 00:00:00.000,Polygon,0.15% fee,5861
2024-01-25 00:00:00.000,Arbitrum,0.15% fee,3542
2024-01-25 00:00:00.000,Avalanche,0.15% fee,726
2024-01-25 00:00:00.000,BSC,0.15% fee,6736
2024-01-25 00:00:00.000,Base,0.15% fee,1617
2024-01-25 00:00:00.000,Ethereum,0.15% fee,8072
2024-01-25 00:00:00.000,Optimism,0.15% fee,1911
2024-01-25 00:00:00.000,Polygon,0.15% fee,5697
2024-01-26 00:00:00.000,Arbitrum,0.15% fee,3636
2024-01-26 00:00:00.000,Avalanche,0.15% fee,712
2024-01-26 00:00:00.000,BSC,0.15% fee,6011
2024-01-26 00:00:00.000,Base,0.15% fee,1606
2024-01-26 00:00:00.000,Ethereum,0.15% fee,9425
2024-01-26 00:00:00.000,Optimism,0.15% fee,1962
2024-01-26 00:00:00.000,Polygon,0.15% fee,5410
2024-01-27 00:00:00.000,Arbitrum,0.15% fee,3661
2024-01-27 00:00:00.000,Avalanche,0.15% fee,737
2024-01-27 00:00:00.000,BSC,0.15% fee,5778
2024-01-27 00:00:00.000,Base,0.15% fee,1682
2024-01-27 00:00:00.000,Ethereum,0.15% fee,8491
2024-01-27 00:00:00.000,Optimism,0.15% fee,1939
2024-01-27 00:00:00.000,Polygon,0.15% fee,5212
2024-01-28 00:00:00.000,Arbitrum,0.15% fee,4244
2024-01-28 00:00:00.000,Avalanche,0.15% fee,844
2024-01-28 00:00:00.000,BSC,0.15% fee,6002
2024-01-28 00:00:00.000,Base,0.15% fee,1791
2024-01-28 00:00:00.000,Ethereum,0.15% fee,9342
2024-01-28 00:00:00.000,Optimism,0.15% fee,2457
2024-01-28 00:00:00.000,Polygon,0.15% fee,5584
2024-01-29 00:00:00.000,Arbitrum,0.15% fee,4131
2024-01-29 00:00:00.000,Avalanche,0.15% fee,884
2024-01-29 00:00:00.000,BSC,0.15% fee,5937
2024-01-29 00:00:00.000,Base,0.15% fee,2105
2024-01-29 00:00:00.000,Ethereum,0.15% fee,9694
2024-01-29 00:00:00.000,Optimism,0.15% fee,2723
2024-01-29 00:00:00.000,Polygon,0.15% fee,6697
2024-01-30 00:00:00.000,Arbitrum,0.15% fee,4039
2024-01-30 00:00:00.000,Avalanche,0.15% fee,795
2024-01-30 00:00:00.000,BSC,0.15% fee,6620
2024-01-30 00:00:00.000,Base,0.15% fee,2407
2024-01-30 00:00:00.000,Ethereum,0.15% fee,8649
2024-01-30 00:00:00.000,Optimism,0.15% fee,2256
2024-01-30 00:00:00.000,Polygon,0.15% fee,7205
2024-01-31 00:00:00.000,Arbitrum,0.15% fee,5185
2024-01-31 00:00:00.000,Avalanche,0.15% fee,784
2024-01-31 00:00:00.000,BSC,0.15% fee,6369
2024-01-31 00:00:00.000,Base,0.15% fee,2582
2024-01-31 00:00:00.000,Ethereum,0.15% fee,9588
2024-01-31 00:00:00.000,Optimism,0.15% fee,1956
2024-01-31 00:00:00.000,Polygon,0.15% fee,7270
2024-02-01 00:00:00.000,Arbitrum,0.15% fee,3624
2024-02-01 00:00:00.000,Avalanche,0.15% fee,667
2024-02-01 00:00:00.000,BSC,0.15% fee,5610
2024-02-01 00:00:00.000,Base,0.15% fee,2919
2024-02-01 00:00:00.000,Ethereum,0.15% fee,7612
2024-02-01 00:00:00.000,Optimism,0.15% fee,1505
2024-02-01 00:00:00.000,Polygon,0.15% fee,6114
2024-02-02 00:00:00.000,Arbitrum,0.15% fee,4256
2024-02-02 00:00:00.000,Avalanche,0.15% fee,826
2024-02-02 00:00:00.000,BSC,0.15% fee,5827
2024-02-02 00:00:00.000,Base,0.15% fee,3801
2024-02-02 00:00:00.000,Ethereum,0.15% fee,8342
2024-02-02 00:00:00.000,Optimism,0.15% fee,1614
2024-02-02 00:00:00.000,Polygon,0.15% fee,5362
2024-02-03 00:00:00.000,Arbitrum,0.15% fee,4575
2024-02-03 00:00:00.000,Avalanche,0.15% fee,612
2024-02-03 00:00:00.000,BSC,0.15% fee,5583
2024-02-03 00:00:00.000,Base,0.15% fee,5464
2024-02-03 00:00:00.000,Ethereum,0.15% fee,8981
2024-02-03 00:00:00.000,Optimism,0.15% fee,2228
2024-02-03 00:00:00.000,Polygon,0.15% fee,5993
2024-02-04 00:00:00.000,Arbitrum,0.15% fee,5292
2024-02-04 00:00:00.000,Avalanche,0.15% fee,641
2024-02-04 00:00:00.000,BSC,0.15% fee,5523
2024-02-04 00:00:00.000,Base,0.15% fee,6144
2024-02-04 00:00:00.000,Ethereum,0.15% fee,8169
2024-02-04 00:00:00.000,Optimism,0.15% fee,1776
2024-02-04 00:00:00.000,Polygon,0.15% fee,6947
2024-02-05 00:00:00.000,Arbitrum,0.15% fee,3948
2024-02-05 00:00:00.000,Avalanche,0.15% fee,590
2024-02-05 00:00:00.000,BSC,0.15% fee,5402
2024-02-05 00:00:00.000,Base,0.15% fee,6099
2024-02-05 00:00:00.000,Ethereum,0.15% fee,8042
2024-02-05 00:00:00.000,Optimism,0.15% fee,1678
2024-02-05 00:00:00.000,Polygon,0.15% fee,6756
2024-02-06 00:00:00.000,Arbitrum,0.15% fee,4967
2024-02-06 00:00:00.000,Avalanche,0.15% fee,624
2024-02-06 00:00:00.000,BSC,0.15% fee,5923
2024-02-06 00:00:00.000,Base,0.15% fee,4800
2024-02-06 00:00:00.000,Ethereum,0.15% fee,7200
2024-02-06 00:00:00.000,Optimism,0.15% fee,1318
2024-02-06 00:00:00.000,Polygon,0.15% fee,6069
2024-02-07 00:00:00.000,Arbitrum,0.15% fee,4136
2024-02-07 00:00:00.000,Avalanche,0.15% fee,1279
2024-02-07 00:00:00.000,BSC,0.15% fee,6263
2024-02-07 00:00:00.000,Base,0.15% fee,4090
2024-02-07 00:00:00.000,Ethereum,0.15% fee,7522
2024-02-07 00:00:00.000,Optimism,0.15% fee,1453
2024-02-07 00:00:00.000,Polygon,0.15% fee,8108
2024-02-08 00:00:00.000,Arbitrum,0.15% fee,3801
2024-02-08 00:00:00.000,Avalanche,0.15% fee,726
2024-02-08 00:00:00.000,BSC,0.15% fee,6034
2024-02-08 00:00:00.000,Base,0.15% fee,4677
2024-02-08 00:00:00.000,Ethereum,0.15% fee,7895
2024-02-08 00:00:00.000,Optimism,0.15% fee,1273
2024-02-08 00:00:00.000,Polygon,0.15% fee,6854
2024-02-09 00:00:00.000,Arbitrum,0.15% fee,3236
2024-02-09 00:00:00.000,Avalanche,0.15% fee,666
2024-02-09 00:00:00.000,BSC,0.15% fee,5986
2024-02-09 00:00:00.000,Base,0.15% fee,8243
2024-02-09 00:00:00.000,Ethereum,0.15% fee,7177
2024-02-09 00:00:00.000,Optimism,0.15% fee,1169
2024-02-09 00:00:00.000,Polygon,0.15% fee,8493
2024-02-10 00:00:00.000,Arbitrum,0.15% fee,4641
2024-02-10 00:00:00.000,Avalanche,0.15% fee,763
2024-02-10 00:00:00.000,BSC,0.15% fee,6192
2024-02-10 00:00:00.000,Base,0.15% fee,5293
2024-02-10 00:00:00.000,Ethereum,0.15% fee,8496
2024-02-10 00:00:00.000,Optimism,0.15% fee,1576
2024-02-10 00:00:00.000,Polygon,0.15% fee,6889
2024-02-11 00:00:00.000,Arbitrum,0.15% fee,4277
2024-02-11 00:00:00.000,Avalanche,0.15% fee,661
2024-02-11 00:00:00.000,BSC,0.15% fee,5623
2024-02-11 00:00:00.000,Base,0.15% fee,4847
2024-02-11 00:00:00.000,Ethereum,0.15% fee,8899
2024-02-11 00:00:00.000,Optimism,0.15% fee,2008
2024-02-11 00:00:00.000,Polygon,0.15% fee,8635
2024-02-12 00:00:00.000,Arbitrum,0.15% fee,3918
2024-02-12 00:00:00.000,Avalanche,0.15% fee,655
2024-02-12 00:00:00.000,BSC,0.15% fee,5604
2024-02-12 00:00:00.000,Base,0.15% fee,3546
2024-02-12 00:00:00.000,Ethereum,0.15% fee,7213
2024-02-12 00:00:00.000,Optimism,0.15% fee,1640
2024-02-12 00:00:00.000,Polygon,0.15% fee,6754
2024-02-13 00:00:00.000,Arbitrum,0.15% fee,4672
2024-02-13 00:00:00.000,Avalanche,0.15% fee,820
2024-02-13 00:00:00.000,BSC,0.15% fee,5771
2024-02-13 00:00:00.000,Base,0.15% fee,3410
2024-02-13 00:00:00.000,Ethereum,0.15% fee,8984
2024-02-13 00:00:00.000,Optimism,0.15% fee,1547
2024-02-13 00:00:00.000,Polygon,0.15% fee,6177
2024-02-14 00:00:00.000,Arbitrum,0.15% fee,3856
2024-02-14 00:00:00.000,Avalanche,0.15% fee,724
2024-02-14 00:00:00.000,BSC,0.15% fee,5738
2024-02-14 00:00:00.000,Base,0.15% fee,3247
2024-02-14 00:00:00.000,Ethereum,0.15% fee,9543
2024-02-14 00:00:00.000,Optimism,0.15% fee,1450
2024-02-14 00:00:00.000,Polygon,0.15% fee,5465
2024-02-15 00:00:00.000,Arbitrum,0.15% fee,3785
2024-02-15 00:00:00.000,Avalanche,0.15% fee,712
2024-02-15 00:00:00.000,BSC,0.15% fee,6079
2024-02-15 00:00:00.000,Base,0.15% fee,2790
2024-02-15 00:00:00.000,Ethereum,0.15% fee,9230
2024-02-15 00:00:00.000,Optimism,0.15% fee,1362
2024-02-15 00:00:00.000,Polygon,0.15% fee,6199
2024-02-16 00:00:00.000,Arbitrum,0.15% fee,4639
2024-02-16 00:00:00.000,Avalanche,0.15% fee,638
2024-02-16 00:00:00.000,BSC,0.15% fee,6205
2024-02-16 00:00:00.000,Base,0.15% fee,3587
2024-02-16 00:00:00.000,Ethereum,0.15% fee,10142
2024-02-16 00:00:00.000,Optimism,0.15% fee,1812
2024-02-16 00:00:00.000,Polygon,0.15% fee,6542
2024-02-17 00:00:00.000,Arbitrum,0.15% fee,5560
2024-02-17 00:00:00.000,Avalanche,0.15% fee,601
2024-02-17 00:00:00.000,BSC,0.15% fee,5477
2024-02-17 00:00:00.000,Base,0.15% fee,3956
2024-02-17 00:00:00.000,Ethereum,0.15% fee,10370
2024-02-17 00:00:00.000,Optimism,0.15% fee,2080
2024-02-17 00:00:00.000,Polygon,0.15% fee,5965
2024-02-18 00:00:00.000,Arbitrum,0.15% fee,4167
2024-02-18 00:00:00.000,Avalanche,0.15% fee,623
2024-02-18 00:00:00.000,BSC,0.15% fee,5969
2024-02-18 00:00:00.000,Base,0.15% fee,4652
2024-02-18 00:00:00.000,Ethereum,0.15% fee,10279
2024-02-18 00:00:00.000,Optimism,0.15% fee,2244
2024-02-18 00:00:00.000,Polygon,0.15% fee,6461
2024-02-19 00:00:00.000,Arbitrum,0.15% fee,4169
2024-02-19 00:00:00.000,Avalanche,0.15% fee,666
2024-02-19 00:00:00.000,BSC,0.15% fee,7002
2024-02-19 00:00:00.000,Base,0.15% fee,3463
2024-02-19 00:00:00.000,Ethereum,0.15% fee,9881
2024-02-19 00:00:00.000,Optimism,0.15% fee,2178
2024-02-19 00:00:00.000,Polygon,0.15% fee,6227
2024-02-20 00:00:00.000,Arbitrum,0.15% fee,4156
2024-02-20 00:00:00.000,Avalanche,0.15% fee,691
2024-02-20 00:00:00.000,BSC,0.15% fee,6510
2024-02-20 00:00:00.000,Base,0.15% fee,3096
2024-02-20 00:00:00.000,Ethereum,0.15% fee,9427
2024-02-20 00:00:00.000,Optimism,0.15% fee,2351
2024-02-20 00:00:00.000,Polygon,0.15% fee,6060
2024-02-21 00:00:00.000,Arbitrum,0.15% fee,4505
2024-02-21 00:00:00.000,Avalanche,0.15% fee,669
2024-02-21 00:00:00.000,BSC,0.15% fee,6805
2024-02-21 00:00:00.000,Base,0.15% fee,3107
2024-02-21 00:00:00.000,Ethereum,0.15% fee,9600
2024-02-21 00:00:00.000,Optimism,0.15% fee,2601
2024-02-21 00:00:00.000,Polygon,0.15% fee,6610
2024-02-22 00:00:00.000,Arbitrum,0.15% fee,4491
2024-02-22 00:00:00.000,Avalanche,0.15% fee,720
2024-02-22 00:00:00.000,BSC,0.15% fee,6588
2024-02-22 00:00:00.000,Base,0.15% fee,2372
2024-02-22 00:00:00.000,Ethereum,0.15% fee,8576
2024-02-22 00:00:00.000,Optimism,0.15% fee,2124
2024-02-22 00:00:00.000,Polygon,0.15% fee,7885
2024-02-23 00:00:00.000,Arbitrum,0.15% fee,3685
2024-02-23 00:00:00.000,Avalanche,0.15% fee,475
2024-02-23 00:00:00.000,BSC,0.15% fee,6390
2024-02-23 00:00:00.000,Base,0.15% fee,2496
2024-02-23 00:00:00.000,Ethereum,0.15% fee,8334
2024-02-23 00:00:00.000,Optimism,0.15% fee,2050
2024-02-23 00:00:00.000,Polygon,0.15% fee,6291
2024-02-24 00:00:00.000,Arbitrum,0.15% fee,4333
2024-02-24 00:00:00.000,Avalanche,0.15% fee,398
2024-02-24 00:00:00.000,BSC,0.15% fee,6068
2024-02-24 00:00:00.000,Base,0.15% fee,3886
2024-02-24 00:00:00.000,Ethereum,0.15% fee,9372
2024-02-24 00:00:00.000,Optimism,0.15% fee,2291
2024-02-24 00:00:00.000,Polygon,0.15% fee,5694
2024-02-25 00:00:00.000,Arbitrum,0.15% fee,4397
2024-02-25 00:00:00.000,Avalanche,0.15% fee,672
2024-02-25 00:00:00.000,BSC,0.15% fee,6360
2024-02-25 00:00:00.000,Base,0.15% fee,4839
2024-02-25 00:00:00.000,Ethereum,0.15% fee,9707
2024-02-25 00:00:00.000,Optimism,0.15% fee,2654
2024-02-25 00:00:00.000,Polygon,0.15% fee,6921
2024-02-26 00:00:00.000,Arbitrum,0.15% fee,4124
2024-02-26 00:00:00.000,Avalanche,0.15% fee,810
2024-02-26 00:00:00.000,BSC,0.15% fee,6704
2024-02-26 00:00:00.000,Base,0.15% fee,3231
2024-02-26 00:00:00.000,Ethereum,0.15% fee,9039
2024-02-26 00:00:00.000,Optimism,0.15% fee,1951
2024-02-26 00:00:00.000,Polygon,0.15% fee,7380
2024-02-27 00:00:00.000,Arbitrum,0.15% fee,3822
2024-02-27 00:00:00.000,Avalanche,0.15% fee,1123
2024-02-27 00:00:00.000,BSC,0.15% fee,7959
2024-02-27 00:00:00.000,Base,0.15% fee,3595
2024-02-27 00:00:00.000,Ethereum,0.15% fee,9213
2024-02-27 00:00:00.000,Optimism,0.15% fee,2034
2024-02-27 00:00:00.000,Polygon,0.15% fee,7469
2024-02-28 00:00:00.000,Arbitrum,0.15% fee,4333
2024-02-28 00:00:00.000,Avalanche,0.15% fee,1430
2024-02-28 00:00:00.000,BSC,0.15% fee,10633
2024-02-28 00:00:00.000,Base,0.15% fee,3032
2024-02-28 00:00:00.000,Ethereum,0.15% fee,8692
2024-02-28 00:00:00.000,Optimism,0.15% fee,2394
2024-02-28 00:00:00.000,Polygon,0.15% fee,6915
2024-02-29 00:00:00.000,Arbitrum,0.15% fee,3787
2024-02-29 00:00:00.000,Avalanche,0.15% fee,1081
2024-02-29 00:00:00.000,BSC,0.15% fee,9981
2024-02-29 00:00:00.000,Base,0.15% fee,3704
2024-02-29 00:00:00.000,Ethereum,0.15% fee,8741
2024-02-29 00:00:00.000,Optimism,0.15% fee,1769
2024-02-29 00:00:00.000,Polygon,0.15% fee,7510
2024-03-01 00:00:00.000,Arbitrum,0.15% fee,3640
2024-03-01 00:00:00.000,Avalanche,0.15% fee,858
2024-03-01 00:00:00.000,BSC,0.15% fee,9533
2024-03-01 00:00:00.000,Base,0.15% fee,3222
2024-03-01 00:00:00.000,Ethereum,0.15% fee,10205
2024-03-01 00:00:00.000,Optimism,0.15% fee,1544
2024-03-01 00:00:00.000,Polygon,0.15% fee,6464
2024-03-02 00:00:00.000,Arbitrum,0.15% fee,4910
2024-03-02 00:00:00.000,Avalanche,0.15% fee,1067
2024-03-02 00:00:00.000,BSC,0.15% fee,9182
2024-03-02 00:00:00.000,Base,0.15% fee,4085
2024-03-02 00:00:00.000,Ethereum,0.15% fee,12583
2024-03-02 00:00:00.000,Optimism,0.15% fee,1707
2024-03-02 00:00:00.000,Polygon,0.15% fee,6915
2024-03-03 00:00:00.000,Arbitrum,0.15% fee,3721
2024-03-03 00:00:00.000,Avalanche,0.15% fee,1005
2024-03-03 00:00:00.000,BSC,0.15% fee,8827
2024-03-03 00:00:00.000,Base,0.15% fee,3993
2024-03-03 00:00:00.000,Ethereum,0.15% fee,12409
2024-03-03 00:00:00.000,Optimism,0.15% fee,2056
2024-03-03 00:00:00.000,Polygon,0.15% fee,7302
2024-03-04 00:00:00.000,Arbitrum,0.15% fee,3237
2024-03-04 00:00:00.000,Avalanche,0.15% fee,1231
2024-03-04 00:00:00.000,BSC,0.15% fee,10906
2024-03-04 00:00:00.000,Base,0.15% fee,4141
2024-03-04 00:00:00.000,Ethereum,0.15% fee,13439
2024-03-04 00:00:00.000,Optimism,0.15% fee,1771
2024-03-04 00:00:00.000,Polygon,0.15% fee,7544
2024-03-05 00:00:00.000,Arbitrum,0.15% fee,3412
2024-03-05 00:00:00.000,Avalanche,0.15% fee,1291
2024-03-05 00:00:00.000,BSC,0.15% fee,12056
2024-03-05 00:00:00.000,Base,0.15% fee,5937
2024-03-05 00:00:00.000,Ethereum,0.15% fee,11446
2024-03-05 00:00:00.000,Optimism,0.15% fee,1801
2024-03-05 00:00:00.000,Polygon,0.15% fee,7170
2024-03-06 00:00:00.000,Arbitrum,0.15% fee,4287
2024-03-06 00:00:00.000,Avalanche,0.15% fee,1390
2024-03-06 00:00:00.000,BSC,0.15% fee,10767
2024-03-06 00:00:00.000,Base,0.15% fee,7770
2024-03-06 00:00:00.000,Ethereum,0.15% fee,13268
2024-03-06 00:00:00.000,Optimism,0.15% fee,1791
2024-03-06 00:00:00.000,Polygon,0.15% fee,7733
2024-03-07 00:00:00.000,Arbitrum,0.15% fee,4336
2024-03-07 00:00:00.000,Avalanche,0.15% fee,1226
2024-03-07 00:00:00.000,BSC,0.15% fee,11195
2024-03-07 00:00:00.000,Base,0.15% fee,8110
2024-03-07 00:00:00.000,Ethereum,0.15% fee,15208
2024-03-07 00:00:00.000,Optimism,0.15% fee,2549
2024-03-07 00:00:00.000,Polygon,0.15% fee,8422
2024-03-08 00:00:00.000,Arbitrum,0.15% fee,4073
2024-03-08 00:00:00.000,Avalanche,0.15% fee,1783
2024-03-08 00:00:00.000,BSC,0.15% fee,12165
2024-03-08 00:00:00.000,Base,0.15% fee,6109
2024-03-08 00:00:00.000,Ethereum,0.15% fee,14928
2024-03-08 00:00:00.000,Optimism,0.15% fee,2752
2024-03-08 00:00:00.000,Polygon,0.15% fee,8143
2024-03-09 00:00:00.000,Arbitrum,0.15% fee,4224
2024-03-09 00:00:00.000,Avalanche,0.15% fee,1766
2024-03-09 00:00:00.000,BSC,0.15% fee,10919
2024-03-09 00:00:00.000,Base,0.15% fee,5821
2024-03-09 00:00:00.000,Ethereum,0.15% fee,15235
2024-03-09 00:00:00.000,Optimism,0.15% fee,2189
2024-03-09 00:00:00.000,Polygon,0.15% fee,7418
2024-03-10 00:00:00.000,Arbitrum,0.15% fee,3961
2024-03-10 00:00:00.000,Avalanche,0.15% fee,1347
2024-03-10 00:00:00.000,BSC,0.15% fee,10866
2024-03-10 00:00:00.000,Base,0.15% fee,6675
2024-03-10 00:00:00.000,Ethereum,0.15% fee,14845
2024-03-10 00:00:00.000,Optimism,0.15% fee,1866
2024-03-10 00:00:00.000,Polygon,0.15% fee,8108
2024-03-11 00:00:00.000,Arbitrum,0.15% fee,3934
2024-03-11 00:00:00.000,Avalanche,0.15% fee,1578
2024-03-11 00:00:00.000,BSC,0.15% fee,11720
2024-03-11 00:00:00.000,Base,0.15% fee,6924
2024-03-11 00:00:00.000,Ethereum,0.15% fee,13690
2024-03-11 00:00:00.000,Optimism,0.15% fee,1574
2024-03-11 00:00:00.000,Polygon,0.15% fee,7850
2024-03-12 00:00:00.000,Arbitrum,0.15% fee,4339
2024-03-12 00:00:00.000,Avalanche,0.15% fee,2668
2024-03-12 00:00:00.000,BSC,0.15% fee,12983
2024-03-12 00:00:00.000,Base,0.15% fee,6705
2024-03-12 00:00:00.000,Ethereum,0.15% fee,13075
2024-03-12 00:00:00.000,Optimism,0.15% fee,1736
2024-03-12 00:00:00.000,Polygon,0.15% fee,7706
2024-03-13 00:00:00.000,Arbitrum,0.15% fee,4297
2024-03-13 00:00:00.000,Avalanche,0.15% fee,1559
2024-03-13 00:00:00.000,BSC,0.15% fee,13904
2024-03-13 00:00:00.000,Base,0.15% fee,5888
2024-03-13 00:00:00.000,Ethereum,0.15% fee,13120
2024-03-13 00:00:00.000,Optimism,0.15% fee,1655
2024-03-13 00:00:00.000,Polygon,0.15% fee,7967
2024-03-14 00:00:00.000,Arbitrum,0.15% fee,5740
2024-03-14 00:00:00.000,Avalanche,0.15% fee,1623
2024-03-14 00:00:00.000,BSC,0.15% fee,12585
2024-03-14 00:00:00.000,Base,0.15% fee,13514
2024-03-14 00:00:00.000,Ethereum,0.15% fee,13378
2024-03-14 00:00:00.000,Optimism,0.15% fee,3307
2024-03-14 00:00:00.000,Polygon,0.15% fee,9616
2024-03-15 00:00:00.000,Arbitrum,0.15% fee,5795
2024-03-15 00:00:00.000,Avalanche,0.15% fee,1629
2024-03-15 00:00:00.000,BSC,0.15% fee,10712
2024-03-15 00:00:00.000,Base,0.15% fee,14878
2024-03-15 00:00:00.000,Ethereum,0.15% fee,12088
2024-03-15 00:00:00.000,Optimism,0.15% fee,3547
2024-03-15 00:00:00.000,Polygon,0.15% fee,7915
2024-03-16 00:00:00.000,Arbitrum,0.15% fee,5615
2024-03-16 00:00:00.000,Avalanche,0.15% fee,1411
2024-03-16 00:00:00.000,BSC,0.15% fee,9424
2024-03-16 00:00:00.000,Base,0.15% fee,15283
2024-03-16 00:00:00.000,Ethereum,0.15% fee,11963
2024-03-16 00:00:00.000,Optimism,0.15% fee,3565
2024-03-16 00:00:00.000,Polygon,0.15% fee,6952
2024-03-17 00:00:00.000,Arbitrum,0.15% fee,5776
2024-03-17 00:00:00.000,Avalanche,0.15% fee,1347
2024-03-17 00:00:00.000,BSC,0.15% fee,8861
2024-03-17 00:00:00.000,Base,0.15% fee,12238
